"itemCraftado";"classe";"slot";"tier";"mapa";"ingredienteOrdem";"ingrediente";"quantidade";"papel";"origem"
"Cargueiras do Marco Zero";"Atirador";"PANTS";"10";"Marco Zero";"1";"Fibra Rubra Articulada (Patrulha T10 Pernas)";"120";"MAIN_COMPONENT";"PATRULHA"
"Cargueiras do Marco Zero";"Atirador";"PANTS";"10";"Marco Zero";"2";"Porta-cargas do Marco";"60";"SHARED_MATERIAL";"ARSENAL"
"Cargueiras do Marco Zero";"Atirador";"PANTS";"10";"Marco Zero";"3";"Biomaterial Articular Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Cargueiras do Marco Zero";"Atirador";"PANTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Patrulha Gasta";"Atirador";"BOOTS";"1";"Subúrbio Silencioso";"1";"Couro de Coturno Gasto";"80";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Patrulha Gasta";"Atirador";"BOOTS";"1";"Subúrbio Silencioso";"2";"Biqueira de Lata Amassada";"40";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Patrulha Gasta";"Atirador";"BOOTS";"1";"Subúrbio Silencioso";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Patrulha Gasta";"Atirador";"BOOTS";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Ferrugem Baixa";"Atirador";"BOOTS";"2";"Distrito da Ferrugem";"1";"Cadarço de Uniforme Gasto (Patrulha T2 Pés)";"80";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Ferrugem Baixa";"Atirador";"BOOTS";"2";"Distrito da Ferrugem";"2";"Cravos de Ferro Oxidados";"40";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Ferrugem Baixa";"Atirador";"BOOTS";"2";"Distrito da Ferrugem";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Ferrugem Baixa";"Atirador";"BOOTS";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Enfermaria Tática";"Atirador";"BOOTS";"3";"Hospital Santa Ruína";"1";"Cobertura Cirúrgica Rasgada (Patrulha T3 Pés)";"90";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Enfermaria Tática";"Atirador";"BOOTS";"3";"Hospital Santa Ruína";"2";"Estribo de Leito Clínico";"45";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Enfermaria Tática";"Atirador";"BOOTS";"3";"Hospital Santa Ruína";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Enfermaria Tática";"Atirador";"BOOTS";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Terminal Quebrado";"Atirador";"BOOTS";"4";"Terminal dos Esquecidos";"1";"Tapete de Piso Emborrachado (Patrulha T4 Pés)";"90";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Terminal Quebrado";"Atirador";"BOOTS";"4";"Terminal dos Esquecidos";"2";"Rolete de Esteira de Bagagem";"45";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Terminal Quebrado";"Atirador";"BOOTS";"4";"Terminal dos Esquecidos";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Terminal Quebrado";"Atirador";"BOOTS";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Quarentena Verde";"Atirador";"BOOTS";"5";"Zona de Quarentena 9";"1";"Manguito Antimordida Leve (Patrulha T5 Pés)";"100";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Quarentena Verde";"Atirador";"BOOTS";"5";"Zona de Quarentena 9";"2";"Reforço de Barreira Selada";"50";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Quarentena Verde";"Atirador";"BOOTS";"5";"Zona de Quarentena 9";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Quarentena Verde";"Atirador";"BOOTS";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Refinaria Cinzenta";"Atirador";"BOOTS";"6";"Refinaria do Pó Cinzento";"1";"Sola de Borracha Vulcanizada (Patrulha T6 Pés)";"100";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Refinaria Cinzenta";"Atirador";"BOOTS";"6";"Refinaria do Pó Cinzento";"2";"Placa de Piso de Refinaria";"50";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Refinaria Cinzenta";"Atirador";"BOOTS";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Refinaria Cinzenta";"Atirador";"BOOTS";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Asfalto Balístico";"Atirador";"BOOTS";"7";"Avenida dos Caídos";"1";"Reforço de Polímero de Tornozelo (Patrulha T7 Pés)";"110";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Asfalto Balístico";"Atirador";"BOOTS";"7";"Avenida dos Caídos";"2";"Pedal de Viatura Blindada";"55";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Asfalto Balístico";"Atirador";"BOOTS";"7";"Avenida dos Caídos";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Asfalto Balístico";"Atirador";"BOOTS";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Tração Helix";"Atirador";"BOOTS";"8";"Complexo Helix";"1";"Revestimento de Polímero Translúcido (Patrulha T8 Pés)";"110";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Tração Helix";"Atirador";"BOOTS";"8";"Complexo Helix";"2";"Junta Mecânica Helix";"55";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Tração Helix";"Atirador";"BOOTS";"8";"Complexo Helix";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Tração Helix";"Atirador";"BOOTS";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Marcha Carmesim";"Atirador";"BOOTS";"9";"Necrópole Industrial";"1";"Fibra de Compressão Pesada (Patrulha T9 Pés)";"120";"MAIN_COMPONENT";"PATRULHA"
"Coturnos de Marcha Carmesim";"Atirador";"BOOTS";"9";"Necrópole Industrial";"2";"Calcanhar Titânico Industrial";"60";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos de Marcha Carmesim";"Atirador";"BOOTS";"9";"Necrópole Industrial";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos de Marcha Carmesim";"Atirador";"BOOTS";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos do Marco Zero";"Atirador";"BOOTS";"10";"Marco Zero";"1";"Fibra Escarlate de Tração (Patrulha T10 Pés)";"120";"MAIN_COMPONENT";"PATRULHA"
"Coturnos do Marco Zero";"Atirador";"BOOTS";"10";"Marco Zero";"2";"Solado Titânico do Marco";"60";"SHARED_MATERIAL";"DESMANCHE"
"Coturnos do Marco Zero";"Atirador";"BOOTS";"10";"Marco Zero";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Coturnos do Marco Zero";"Atirador";"BOOTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
